1.04869,-0.400232,1.19412,0.371128,0.407607,0.974407,-0.0584102,0.861721,-0.69729,0.288746,
0.780851,-0.385626,0.521198,0.227355,0.570109,0.641264,-0.550006,0.704021,-0.485835,-0.564624,
0.641509,-0.547854,-0.0837964,-0.598519,-0.0176936,0.299736,-0.720807,0.838546,-0.694832,-1.1348,
0.453618,-0.800218,0.680481,-0.0817426,0.136601,0.907561,0.277682,0.3693,-1.26121,-0.235581,
0.937538,0.10609,0.361953,0.0866459,0.287505,0.518644,-0.0568714,0.914573,-0.819334,-0.542847,
0.0726186,-0.508257,0.0529909,-0.0833506,0.328765,0.840628,0.241529,1.46888,-0.535518,-0.230683,
0.418129,-0.560677,0.481836,-0.361659,0.268461,1.02287,-0.591785,0.844843,-1.26849,0.255631,
0.988471,-0.569857,0.579449,0.0524858,0.942717,1.07873,0.0925091,0.812624,-0.504401,-0.112857,
0.477415,-0.350071,0.340661,-0.728938,0.153407,0.842244,0.5797,1.61927,-0.862903,0.302671,
0.455962,-0.135136,0.34826,-0.610207,0.325539,1.43129,-0.153672,0.875105,-0.764454,0.146048,
0.714124,0.17208,1.10415,-0.450579,-0.146278,0.713334,0.105464,0.67079,-1.7087,-0.00126411,
0.820478,-0.86079,0.908063,-0.27272,0.360609,0.722904,-0.0380933,0.934622,-1.39965,0.116331,
0.50152,-0.973784,0.298687,-0.746751,0.341306,0.48687,0.248266,1.09372,-0.477587,-0.550501,
0.58082,-0.456422,0.397972,-0.723515,0.355466,1.00137,1.04059,1.08226,-0.836589,0.319857,
1.5268,-0.38002,0.178896,0.195855,0.0241774,0.366964,0.296834,1.27264,-0.853124,-0.145523,
0.568204,-0.50504,0.229662,-0.458811,0.453846,0.916767,-0.289249,0.636783,-0.766989,-0.0718743,
0.52751,-0.300122,1.0744,-0.522643,-0.39385,0.634641,-0.60877,0.584402,-0.738836,-0.191875,
-0.0499805,-0.755207,0.454065,-0.30057,0.114764,0.80184,0.078609,0.590912,-0.245672,-0.320473,
0.78397,-1.13697,0.370921,-0.216939,-0.303102,1.39135,0.71665,0.661778,-0.866945,0.595211,
0.216806,-0.966123,-0.448206,-0.418227,0.272364,1.313,0.630075,1.19113,-0.00413257,-0.119481,
0.722103,-0.275534,-0.0890932,0.162957,0.836384,0.717358,-0.639767,0.627678,-0.418621,-0.118701,
1.2174,-0.589601,0.604715,0.393876,0.150179,0.216692,0.0493178,1.2797,-1.4746,0.00821958,
0.0583081,-0.698839,1.12729,-0.563917,0.12849,0.878982,0.5594,1.08132,-0.786199,-0.271717,
0.754615,-0.403237,0.789922,-0.553452,0.0409263,0.966424,-0.500056,0.348101,-0.98586,-0.127432,
1.43768,-0.510009,0.00567499,-0.503857,0.0379023,0.422822,0.231475,1.15952,-0.65396,-0.172992,
0.643805,-0.296729,0.430259,-0.359004,0.624263,0.275057,0.401966,0.894914,-0.946079,-0.709488,
0.23802,0.157414,0.285241,0.398525,0.185098,0.752708,-0.270121,0.875605,-0.853616,-0.730903,
0.893572,-0.654814,0.559492,0.493123,0.168357,0.640752,-0.00818418,1.27358,-0.913958,-0.0540239,
1.05716,-0.222619,0.379568,0.195598,-0.652158,0.670348,-0.333285,0.737137,-0.317357,-0.287804,
0.0249302,-0.440488,0.509362,-0.154503,0.10728,1.1113,0.335103,1.29005,-0.451586,-0.212064,
0.336884,-0.56125,0.376554,0.616887,0.132589,0.56649,-0.268242,1.02223,-1.25447,-0.345952,
-0.269384,-0.886624,0.856745,-0.68137,0.181271,0.959187,0.0246819,0.971998,-0.383439,-0.373537,
0.499087,-0.659805,0.270981,-0.203842,-0.237481,0.726572,-0.323882,0.987775,-0.716961,-0.73292,
0.206434,0.128603,-0.0485576,0.100217,-0.136122,0.583487,-0.200101,0.735376,-0.783393,0.00955666,
0.857472,0.286309,0.115761,0.2248,0.355046,0.395076,-0.0541139,0.192183,-0.39013,-0.132979,
0.56692,-0.0952478,0.0438689,-0.127269,-0.0105078,0.492064,0.0635673,0.544141,-0.356368,-0.316666,
0.124513,-0.437412,0.40315,-0.432089,0.241709,0.721794,0.0343465,0.237269,-0.0573955,-0.0337201,
1.06919,-0.270979,0.605357,0.586823,-0.0341538,0.673333,-0.205564,0.47149,-0.468657,-0.434266,
-0.179833,0.0623034,0.556551,-0.14605,-0.0277853,0.798261,-0.143154,0.767412,-1.32921,-0.552579,
0.890467,-0.199228,-0.184896,0.0994575,0.189797,1.01801,-0.354022,0.730065,-0.410554,0.0855395,
0.30276,-0.257303,0.657925,-0.12253,0.152044,0.251068,-0.357597,1.03953,-0.517941,-0.743543,
0.220722,-0.325277,0.699939,-0.949952,0.414769,0.28889,-0.545994,1.17398,-1.09829,-0.634943,
0.333616,-0.55919,0.321737,0.53301,0.24055,0.966273,0.000612181,0.635712,-0.329629,-0.447304,
0.378878,-0.482198,0.119689,0.204054,0.376931,0.560711,0.486635,1.11797,-0.792062,-0.392015,
0.537266,-0.712146,0.191894,-0.409893,0.536441,1.02972,0.0698519,0.906611,-1.10588,0.0458844,
0.0480387,-0.536143,0.415088,-0.474974,0.230387,1.18617,0.216287,0.789954,-0.407163,-0.441651,
0.555249,-0.767623,0.964059,-0.665345,-0.0640277,1.09062,0.165901,0.675448,-0.378494,-0.222474,
0.554421,-1.24137,0.317896,-0.0862243,0.309149,0.919234,0.0121164,1.29955,-0.604049,0.00272738,
0.730071,-0.414369,-0.0658338,0.119358,0.463792,0.401773,-0.221934,1.06173,-0.860219,-0.417072,
0.788133,-1.11601,1.08933,0.424284,0.615335,0.575029,-0.531543,1.3343,-1.10697,0.714535,
0.336396,-0.15916,-0.087243,0.349031,0.287637,0.687662,-0.112427,1.19229,-1.14376,-0.198255,
0.235221,-0.879368,0.263134,-0.059794,0.30356,0.995934,0.106877,1.09724,-0.816928,0.125236,
0.288443,-0.143936,0.452575,-1.09586,-0.405133,0.686103,-0.194961,0.587685,-1.00815,-0.534027,
0.557882,-0.418675,0.252581,0.418748,-0.0203158,0.395276,-0.282009,0.992794,-1.0364,-0.437922,
0.475576,-0.726977,0.426466,-0.44103,0.495396,0.731865,-0.427894,0.670049,-1.15418,-0.377431,
0.273391,-0.898668,1.26816,-0.903428,-0.478102,0.855194,0.500195,0.676961,-1.42526,-0.426445,
0.379484,-0.415582,0.0150514,0.0214129,0.621541,0.901732,0.489069,1.34244,-0.858509,0.200605,
0.458973,-0.624139,0.60948,-0.0641254,0.579272,0.67515,0.142964,1.00078,-0.870591,-0.111211,
0.426117,-0.385047,0.0156218,-0.657143,0.892601,0.962194,0.40573,0.879918,-0.964518,-0.628942,
0.0502997,-0.692889,0.171836,-0.87826,0.326175,1.29422,0.565437,0.722814,-0.80947,-0.403989,
0.535209,-0.726669,-0.0163526,-0.730441,0.53327,1.06733,0.314586,0.645091,-0.863716,-0.299552,
0.531752,-0.405862,0.218132,0.467439,-0.160915,0.887129,-0.541385,0.681519,-0.89878,-0.245416,
0.817714,0.141766,0.278446,0.51908,0.251723,0.639047,-0.179903,0.870762,-0.584105,-0.403343,
1.11702,-0.875814,0.692345,0.0309482,0.253356,0.397412,0.201386,1.36499,-1.25807,-0.157515,
0.786751,-0.235152,-0.125908,-0.441444,0.491637,0.755735,0.300198,1.18857,-0.698282,-0.247324,
1.23864,-0.123323,0.44536,0.598596,0.207312,0.755784,0.212909,0.638135,-0.983547,-0.0540345,
1.01696,-0.318538,1.1788,-0.161886,-0.0994239,0.610476,-0.050441,0.441154,-0.351297,-0.616362,
0.360754,0.0185665,0.440195,-0.354787,0.204323,0.551314,-0.883727,0.917195,-1.32267,-0.102518,
0.771489,-0.370777,0.704711,0.676095,-0.0217775,0.351888,0.416574,1.3394,-1.26137,-0.200175,
0.754071,-0.260925,0.305313,-0.0665083,0.240684,0.795092,0.538724,1.1077,-1.12632,0.353601,
0.919827,-0.129104,0.534965,0.555,0.565331,0.798459,0.0262717,1.01066,-0.701901,-0.312823,
0.676127,-0.473081,0.468653,0.134978,-0.310711,0.977982,-0.176486,0.791408,-0.645364,-0.186044,
1.07662,-0.494525,0.641525,0.536287,-0.0237088,0.70662,-0.211419,0.827735,-0.773921,0.124711,
0.0317475,0.0609529,0.507046,-0.459994,0.417141,0.702268,-0.120555,0.768952,-0.0185677,-0.574325,
0.442418,-0.284925,0.25228,-0.320204,0.229237,0.44692,-0.116304,0.642619,-0.790827,-0.350373,
0.36248,-0.561005,0.782138,-0.0961965,0.0663129,0.365017,-0.110285,0.931234,-0.886398,-0.74981,
0.739287,-0.6849,0.265273,0.838968,0.109847,0.465958,0.0556232,1.05204,-0.729972,-0.469051,
0.896769,0.157749,0.396019,0.38702,0.455579,0.566418,-0.0477427,0.560671,-0.114954,-0.132088,
0.784554,-0.59427,1.0614,0.503342,0.0516317,0.54978,0.112618,1.19618,-1.0189,-0.250233,
0.673499,-0.845176,0.393284,0.0508957,0.448719,0.7204,-0.226803,0.226053,-0.325822,-0.624146,
0.801423,-0.849866,0.353424,-0.515608,0.990246,0.771605,-0.034089,0.643649,-0.459702,-0.269871,
1.01552,-0.543615,0.851016,0.454943,0.268498,0.125613,-0.365289,1.40899,-0.726117,-0.190362,
1.07233,-0.265945,0.367655,-0.0605007,0.7066,1.11367,-0.101744,0.783538,-1.03849,0.244498,
0.908434,-0.264047,0.351437,0.178514,0.577034,0.605363,-0.161173,0.340778,-0.496386,-0.213451,
0.879958,-0.357604,0.518601,-0.215509,0.387529,0.660727,-0.328031,0.33495,-0.972874,0.0213619,
0.642781,-0.330296,0.324013,-0.280297,0.020049,1.45701,0.247565,1.25103,-0.440335,0.357306,
0.626027,-0.63663,0.420557,0.305825,0.470678,0.742224,-0.109304,1.23822,-0.891152,-0.218536,
1.11553,-0.381561,0.195893,0.595335,0.593643,0.411916,0.300158,0.839254,-0.996485,-0.330572,
-0.0201264,-0.769095,0.6006,-0.0761883,0.523893,0.989875,-0.373825,1.06741,-1.26223,0.0445897,
1.20441,-0.507895,0.46545,-0.502268,0.416034,0.454939,-0.352906,0.435748,-0.758639,-0.00369618,
0.772187,-0.677527,0.498692,-0.682187,0.230752,1.16329,-0.369175,0.918051,-0.330038,0.302297,
-0.118182,-0.427579,0.683088,-0.79118,0.172734,0.493308,-0.189757,0.834432,-1.16577,-0.728899,
0.323815,-0.300357,0.398609,-0.983501,0.639669,0.8679,0.231615,0.944409,-0.744138,-0.225845,
1.13135,-0.337928,1.00915,0.527887,0.0277204,0.564065,0.0853308,0.479301,-0.458376,-0.474977,
